authour,category,date,push,title,url
chunx2,3, 4/08,27,音樂   顏社 Leo 王     嘿   Morrison   ft 李英宏,/bbs/Hip-Hop/M.1554725134.A.4F4.html
MrTang,3, 4/04,4,音樂   Denzel     taro     Stoner   Airline  ,/bbs/Hip-Hop/M.1554362476.A.07D.html
bokaicyc,3, 4/04,2,音樂   Baby   Cindy     ENVY   ME   Offical   Video,/bbs/Hip-Hop/M.1554375145.A.FAE.html
danny901203,3, 4/04,22,音樂   Loopynafla     冰王   Official   Music   Vi,/bbs/Hip-Hop/M.1554382496.A.485.html
derder9,7, 4/05,24,創作   自己 做 的 Beat,/bbs/Hip-Hop/M.1554397553.A.8FF.html
brad0625,3, 3/31,5,音樂   CHao   我 不 恐同  ,/bbs/Hip-Hop/M.1554047102.A.7C1.html
huatf111,3, 3/31,29,音樂   JAYRoll     鬼島,/bbs/Hip-Hop/M.1554047703.A.EB6.html
KarlMarx,3, 3/31,3,音樂   法老     上學 威龍   MV,/bbs/Hip-Hop/M.1554047783.A.97E.html
tootallchop,5, 4/01,35,討論   Nipsey   Hussle   死 了 …,/bbs/Hip-Hop/M.1554080611.A.FCE.html
zxxxxxxxxx,3, 3/28,6,音樂   SmashRegz 『 入 』 事後狐群 狗 黨 要 不要 來,/bbs/Hip-Hop/M.1553750735.A.930.html
wl00725348,10, 3/28,5,Re   討論   給愛麗絲 這觀 看次 數會 不會 讓 索尼 縮 了,/bbs/Hip-Hop/M.1553755411.A.47F.html
MrTang,4, 4/18,7,活動   bnf   presents   Budamunk,/bbs/Hip-Hop/M.1555560750.A.F27.html
KarlMarx,3, 4/08,2,音樂   CBLOCK 大 傻 Damnshine     小老弟   MV,/bbs/Hip-Hop/M.1554732514.A.3B9.html
u4fu6,4, 4/08,5,活動   陳 小律   Samplethis   嘻 哈 製 作 人 線 上 課 程,/bbs/Hip-Hop/M.1554732621.A.723.html
what00512,6, 4/09,40,問題   有 sample 老歌 的 台 饒,/bbs/Hip-Hop/M.1554744086.A.887.html
rhappyd,10, 4/09,2,Re   音樂   Lil   Nas   X     Old   Town   Road,/bbs/Hip-Hop/M.1554800364.A.777.html
shane81004,3, 4/05,10,音樂   SIMONFROMLANTOWN 臭油 咑 味,/bbs/Hip-Hop/M.1554444773.A.9E9.html
bbsbbbbsbb,3, 4/05,1,音樂   Joyner   Lucas     Just   Let   Go   光哥 貼 音樂,/bbs/Hip-Hop/M.1554457127.A.111.html
henryhuang17,3, 4/05,5,音樂   Zoe   The   Chef     早餐,/bbs/Hip-Hop/M.1554465734.A.637.html
yuxds,5, 4/01,26,討論   台灣 饒 舌 歌手 是不是 該 快點 寫些 diss 政治 的,/bbs/Hip-Hop/M.1554089423.A.FE6.html
sclbtlove,3, 4/01,12,音樂   8Ball     Wanna   Balling   ft   金魚腦,/bbs/Hip-Hop/M.1554091467.A.920.html
zxxxxxxxxx,3, 4/01,2,音樂   硬似 坦克 ｜ 異鄉 人   Outlander,/bbs/Hip-Hop/M.1554100075.A.687.html
rhappyd,10, 4/01,3,Re   討論   Nipsey   Hussle   死 了 …,/bbs/Hip-Hop/M.1554115881.A.E22.html
acn88205,3, 3/28,28,音樂   GJIA   陷阱 妹   Trap   bae   Remix,/bbs/Hip-Hop/M.1553764046.A.4D9.html
tree717,3, 3/28,6,音樂   帥哥   cypher   說 唱會館 X 混血 兒,/bbs/Hip-Hop/M.1553784979.A.E00.html
a31018145,11, 3/28,1,西岸 小 故事 之真 人格 鬥 Dresat   VS   Nate   Dogg,/bbs/Hip-Hop/M.1553785322.A.9FF.html
nobuwei,5, 3/26,23,討論   高等 Rapper   3  ,/bbs/Hip-Hop/M.1553587531.A.080.html
a0991105,11, 4/09,22,收購 ESO     Yella   Smells   Good,/bbs/Hip-Hop/M.1554812980.A.93B.html
vic9503,3, 4/09,2,音樂   Yung   Lean     Smirnoff   Ice,/bbs/Hip-Hop/M.1554816128.A.F96.html
wei821011,3, 4/09,6,音樂   Neil   YenKids   No   More   featBG8LOCC,/bbs/Hip-Hop/M.1554816373.A.949.html
Marshall0224,3, 4/10,4,音樂   Lil   Loco     When   I   Ride   ft   庫什,/bbs/Hip-Hop/M.1554831583.A.D11.html
LanceHaHa,3, 4/05,29,音樂   T 卍 老濕窮 Broke,/bbs/Hip-Hop/M.1554470135.A.95B.html
tony2c5727,5, 4/06,48,討論   八八 男   fb,/bbs/Hip-Hop/M.1554554930.A.DC3.html
chunx2,9, 4/06,26,趣味   龍虎門     給個 說法     陷阱 妹,/bbs/Hip-Hop/M.1554555971.A.E10.html
KarlMarx,3, 4/06,3,音樂   安全 著陸 SafeLanding     模特 兒,/bbs/Hip-Hop/M.1554566385.A.9BC.html
tony29850135,3, 4/01,4,音樂   DUFIntroOfficial   Audio,/bbs/Hip-Hop/M.1554117052.A.A1F.html
chunx2,3, 4/02,6,音樂   婁峻 碩 SHOU     YOU   DONT   KNOW   ME  ,/bbs/Hip-Hop/M.1554140314.A.E74.html
chunx2,3, 4/02,20,音樂   高爾宣   OSN   Without   You 沒 了 妳,/bbs/Hip-Hop/M.1554140791.A.EC2.html
liouweber,4, 4/02,45,活動   Jony   J   World   Tour   2019   台北,/bbs/Hip-Hop/M.1554170873.A.2AE.html
tj41233,5, 4/02,43,討論   Lc 小光   ig  ,/bbs/Hip-Hop/M.1554184494.A.C6E.html
yixiang921,3, 3/29,10,音樂   Lil   Uzi   Vert   Free   Uzi,/bbs/Hip-Hop/M.1553817480.A.A63.html
joywilliamjo,5, 3/29,22,討論   這 就是 街舞 第二季,/bbs/Hip-Hop/M.1553836858.A.6F9.html
JEWH,3, 3/29,7,音樂   Barry   ChenSSS   ftJaysonESO,/bbs/Hip-Hop/M.1553872273.A.672.html
qwtl0213,3, 3/26,5,音樂   歌詞 翻譯   Kendrick   Lamar     Poetic   Justi,/bbs/Hip-Hop/M.1553596211.A.C83.html
Drake5566,4, 3/26,16,活動   XXL   新人 票選 活動,/bbs/Hip-Hop/M.1553602025.A.F86.html
yixiang921,3, 3/26,11,音樂   LogicSupermarketSoundtrack,/bbs/Hip-Hop/M.1553607470.A.BEA.html
fivesevenarm,3, 3/26,7,音樂   Lu1     Just   Say   So   feat   蔡健雅,/bbs/Hip-Hop/M.1553614773.A.8E9.html
leon4287,6, 3/27,8,問題   找 一首 lofi   hiphop,/bbs/Hip-Hop/M.1553616726.A.140.html
pttfaywu,3, 3/22,2,音樂   李杰明   出社會,/bbs/Hip-Hop/M.1553267463.A.5D1.html
YU0158,10, 4/10,1,Re   音樂   Lil   Nas   X     Old   Town   Road,/bbs/Hip-Hop/M.1554844973.A.5B7.html
LanceHaHa,3, 4/10,4,音樂   ASAP   Rocky1   train,/bbs/Hip-Hop/M.1554855349.A.5A9.html
shiningwing,10, 4/10,63,Re   討論   台灣 饒 舌 歌手 是不是 該 快點 寫些 diss 政治 的,/bbs/Hip-Hop/M.1554865495.A.494.html
jimluvssally,3, 4/07,11,音樂   文大嘻研 x 台藝嘻研 x 政 大黑 音東方 一號,/bbs/Hip-Hop/M.1554605775.A.51B.html
subsonic,3, 4/07,6,音樂   法老   MC   Pharaoh     Ghost   Face,/bbs/Hip-Hop/M.1554618120.A.52E.html
ChengGong301,3, 4/02,11,音樂   wannasleep     入夢     MV,/bbs/Hip-Hop/M.1554204103.A.25E.html
matix8604,3, 4/02,14,音樂   中正 嘻 研碧夜,/bbs/Hip-Hop/M.1554212093.A.944.html
KarlMarx,3, 3/29,5,音樂   KE 柯蕭     一首歌   MV,/bbs/Hip-Hop/M.1553874125.A.0BB.html
KarlMarx,3, 3/27,17,音樂   CBLOCK 大 傻 Damnshine     如果 沒有,/bbs/Hip-Hop/M.1553617024.A.D18.html
brad0625,3, 3/27,3,音樂   風子   K4ZE   Chasing,/bbs/Hip-Hop/M.1553646598.A.FED.html
siaotouin,3, 3/23,1,音樂   湯組 TANGZU 湯組,/bbs/Hip-Hop/M.1553273517.A.9BB.html
Vinxer,6, 3/23,2,問題 pg   one 中二病 的 beat 風格,/bbs/Hip-Hop/M.1553314330.A.500.html
aileenwang,11, 3/20,1,路易士 來 自 哪裡,/bbs/Hip-Hop/M.1553073574.A.F2D.html
RickyLeeeee,5, 3/20,29,討論   豹子 膽     夢想 成真   321 預購,/bbs/Hip-Hop/M.1553079645.A.CFC.html
yixiang921,3, 3/20,21,音樂   國蛋   GorDoN   睡 吧 寶貝   Official   Live   V,/bbs/Hip-Hop/M.1553079761.A.915.html
Ian881219,5, 4/07,40,討論   ASAP   ROCKY   要來 台灣,/bbs/Hip-Hop/M.1554620675.A.2AA.html
starlord1120,3, 4/02,16,音樂   大葉 街藝 DYGC   cypherparty   bro,/bbs/Hip-Hop/M.1554218008.A.A90.html
Artistam,3, 4/03,8,音樂     雷擎 心肝 寶貝 ft 艾迪,/bbs/Hip-Hop/M.1554263531.A.714.html
OPPAISuki,10, 4/03,X2,Re   討論   台灣 饒 舌 歌手 是不是 該 快點 寫些 diss 政治 的,/bbs/Hip-Hop/M.1554278389.A.85B.html
KarlMarx,3, 3/29,6,音樂   榕幫 Warren   K     謝謝 你 們 的 愛,/bbs/Hip-Hop/M.1553874555.A.B7C.html
foam0406,6, 3/27,63,問題   準備 國考 適合 聽 的 饒 舌,/bbs/Hip-Hop/M.1553665916.A.002.html
bbsbbbbsbb,3, 3/27,3,音樂   光哥 貼 音樂     Joji     will   he     Lofi   之光,/bbs/Hip-Hop/M.1553669274.A.42C.html
dk1o,3, 3/23,18,音樂   卓源 in   da   house,/bbs/Hip-Hop/M.1553327552.A.1F5.html
chunx2,3, 3/23,21,音樂   Leo 王 漏水 的 房間,/bbs/Hip-Hop/M.1553349775.A.2C3.html
bbsbbbbsbb,3, 3/23,9,音樂   專欄 介紹   Higher   Brothers   亞洲 四人小隊,/bbs/Hip-Hop/M.1553352559.A.2B5.html
hy654,5, 3/20,33,討論   TGMF   Cypher   誰 表現 最好,/bbs/Hip-Hop/M.1553087512.A.94E.html
RackCity,3, 3/21,2,音樂   Bakerie     我 知道,/bbs/Hip-Hop/M.1553098839.A.5B1.html
MOSQUITOwen,3, 3/16,3,音樂   Paper   JimViber,/bbs/Hip-Hop/M.1552673246.A.F2D.html
qwtl0213,3, 3/30,3,音樂   歌曲 翻譯   Kendrick   Lamar     Untitled   05  ,/bbs/Hip-Hop/M.1553881489.A.F72.html
huatf111,3, 3/30,12,音樂   GEazy   Blueface     West   Coast  ,/bbs/Hip-Hop/M.1553888509.A.E9F.html
yji3vu4gj4,3, 3/30,4,音樂   文大嘻 研社 cypher   草山 菇 蟹,/bbs/Hip-Hop/M.1553908386.A.9AE.html
tree717,5, 3/30,10,討論   BR 的 最近 日常,/bbs/Hip-Hop/M.1553935048.A.419.html
jimluvssally,3, 3/27,6,音樂   HUG   n   Rap   政 大黑 音   高 罌粟花 症候群,/bbs/Hip-Hop/M.1553669580.A.185.html
jimluvssally,4, 3/27,1,活動   熊吉 掰 了 … 子膽來 了 熊仔 x 政 大黑 音,/bbs/Hip-Hop/M.1553672143.A.4C3.html
iverson927,6, 3/27,17,問題   饒舌 技巧 如何 短時間 內 進步,/bbs/Hip-Hop/M.1553680325.A.9D5.html
a31018145,11, 3/23,14,人物 介紹 Joey   Bada,/bbs/Hip-Hop/M.1553356739.A.7A5.html
qwtl0213,3, 3/24,4,音樂   歌詞 翻譯   Kendrick   Lamar     The   Blacker  ,/bbs/Hip-Hop/M.1553360564.A.905.html
wwwsdf23456,3, 3/24,1,音樂   TyroneESunCloud,/bbs/Hip-Hop/M.1553420853.A.003.html
rchih,5, 3/21,27,討論   熊仔   夢想 成真   完整 專輯   串流 上架,/bbs/Hip-Hop/M.1553100689.A.3A3.html
q20010107,5, 3/21,51,討論   夢   想   成   真,/bbs/Hip-Hop/M.1553100867.A.83D.html
z83420123,5, 3/21,40,討論   中國 地下 8 英里 比賽 全面 停辦,/bbs/Hip-Hop/M.1553151657.A.955.html
q8355131,3, 3/16,6,音樂   Ak   Benjamin   ft   Marz23     NANCY,/bbs/Hip-Hop/M.1552720554.A.DF7.html
s996201,3, 3/16,1,音樂   Scarlxrd   新 專輯,/bbs/Hip-Hop/M.1552722507.A.485.html
tarsoncal,3, 3/16,9,音樂 Wiz   Khalifa   and   Curreny2009,/bbs/Hip-Hop/M.1552730797.A.D98.html
yji3vu4gj4,5, 3/12,13,討論   會懷念 地下 時期 的 熊仔 跟 BR 嗎,/bbs/Hip-Hop/M.1552372279.A.31C.html
hustler0214,7, 3/12,8,創作   Aminato 防彈 背心,/bbs/Hip-Hop/M.1552397502.A.6D4.html
nocrazim8205,9, 3/30,4,趣味   成功 讓 貓咪 睡 著 的 Tablo,/bbs/Hip-Hop/M.1553958864.A.2C6.html
hugh60206,3, 3/31,15,音樂   沒有 才能 還是 要 有 長 頸 鹿 才能,/bbs/Hip-Hop/M.1554017253.A.988.html
desperation,5, 3/31,27,討論   3bangz 跟 屁孩 逗 幾,/bbs/Hip-Hop/M.1554019769.A.6D9.html
CHANYII,3, 3/31,17,音樂   小魚     輪 迴 天生   り ん ね   て ん せ い,/bbs/Hip-Hop/M.1554030825.A.592.html
hustler0214,4, 3/27,8,活動   台藝 X 文化 X 政大   三校 聯合,/bbs/Hip-Hop/M.1553681269.A.CC7.html
e124939147,3, 3/27,10,音樂   輔大嘻哈 文化 2019   cypher  ,/bbs/Hip-Hop/M.1553691648.A.5E4.html
hustler0214,3, 3/27,1,音樂   Zash ō   高林         Nostalgia   鄉愁,/bbs/Hip-Hop/M.1553693042.A.E9B.html
MrNoproblem,3, 3/24,9,音樂   PG   One   你 我,/bbs/Hip-Hop/M.1553424878.A.C98.html
ssss5566,7, 3/24,1,創作   易四 Yves 日 曆 又 翻 了 幾頁 feat 痞爺,/bbs/Hip-Hop/M.1553430581.A.E52.html
MrNoproblem,5, 3/24,17,討論   給愛麗絲 MV   幕 後 花絮,/bbs/Hip-Hop/M.1553433878.A.80D.html
Woodoo9,6, 3/21,28,問題   YZ 的 歌 推薦 哪首,/bbs/Hip-Hop/M.1553162087.A.7FD.html
HaiTurtle,3, 3/21,爆,音樂   熊仔   給愛麗絲   F ü r   EliseMV,/bbs/Hip-Hop/M.1553173206.A.2BD.html
rrrivz,5, 3/21,9,討論   無限 和 夢 想成 真的 關聯,/bbs/Hip-Hop/M.1553175746.A.9B2.html
t8900614,3, 3/17,4,音樂   PenSoul     By   My   Lonely  ,/bbs/Hip-Hop/M.1552753342.A.D63.html
lagay,5, 3/17,82,討論關 於 抒情 饒舌 歌單,/bbs/Hip-Hop/M.1552763257.A.733.html
goberwei,5, 3/17,10,討論   YNW   MellyMama   Cry,/bbs/Hip-Hop/M.1552791555.A.6E4.html
Tim203321,3, 3/12,8,音樂   高爾宣   OSN     最 後 一次,/bbs/Hip-Hop/M.1552398955.A.CC0.html
KarlMarx,3, 3/12,1,音樂   AR 劉夫陽     Dangerous,/bbs/Hip-Hop/M.1552401303.A.341.html
I830928s,3, 3/09,4,音樂   MustardMigosPure   Water,/bbs/Hip-Hop/M.1552070169.A.416.html
yji3vu4gj4,5, 3/27,66,討論   給愛麗絲 這觀 看次 數會 不會 讓 索尼 縮 了,/bbs/Hip-Hop/M.1553696380.A.89D.html
sonet960630,7, 3/25,4,創作   台藝嘻 研來者 不善,/bbs/Hip-Hop/M.1553488496.A.CB2.html
Ian881219,5, 3/25,33,討論   國蛋 420   機師 聚會,/bbs/Hip-Hop/M.1553501902.A.42E.html
leisure10,5, 3/25,5,討論   有人 也 覺得 熊仔裝 兇有點 尷尬 嗎,/bbs/Hip-Hop/M.1553502536.A.7DE.html
eric050692,7, 3/21,3,創作     Juice   Boy     Cure   解藥,/bbs/Hip-Hop/M.1553180274.A.A8E.html
shane81004,5, 3/22,95,討論   大家 有 搶 到 國蛋 的 票 嗎,/bbs/Hip-Hop/M.1553228356.A.EEB.html
ikuyooo,7, 3/17,1,創作   YunchGuess   what,/bbs/Hip-Hop/M.1552800133.A.06A.html
pianoguy91,3, 3/17,2,音樂   lilKrake 小章 章     Irie   Givens     NASISe,/bbs/Hip-Hop/M.1552808034.A.136.html
sclbtlove,3, 3/17,76,音樂   老莫   ILL   MOBoom   Bap   With   Conscious,/bbs/Hip-Hop/M.1552828988.A.BBE.html
idwtfidiot,5, 3/17,9,討論   快樂 的 甘蔗 人 ktv 上架,/bbs/Hip-Hop/M.1552834127.A.331.html
yuxds,3, 3/12,2,音樂   饒舌 世界 堂堂正正,/bbs/Hip-Hop/M.1552406132.A.432.html
rememberzhen,4, 3/13,3,活動   嘻哈 RB 樂團 FROM   ALL   TO   HUMAN   1st   Live   in   Taipei,/bbs/Hip-Hop/M.1552461407.A.4AF.html
talltallmomo,3, 3/13,14,音樂   Epik   highLovedrunk,/bbs/Hip-Hop/M.1552467812.A.377.html
jimluvssally,3, 3/09,32,音樂政 大黑 音 Its   Over,/bbs/Hip-Hop/M.1552128110.A.DD1.html
Tim203321,6, 3/09,51,問題   歌詞 詞 彙 豐富 或 帶 有 巧思 的 歌,/bbs/Hip-Hop/M.1552129188.A.72E.html
JIMJK,3, 3/10,18,音樂   Barry   Chen   之   2014 神曲 回顧  ,/bbs/Hip-Hop/M.1552182931.A.755.html
mook,5, 3/10,7,討論政 大黑 音專訪 影片 三集 饒 的,/bbs/Hip-Hop/M.1552214144.A.99F.html
d199210,3, 3/05,7,音樂   萬能 麥斯   MightyMax     不 在家 的 時候,/bbs/Hip-Hop/M.1551788791.A.E01.html
KarlMarx,3, 3/27,21,音樂   Ice   Cube     Aint   Got   No   Haters   ft   Too,/bbs/Hip-Hop/M.1553701365.A.AB0.html
foam0406,10, 3/28,38,Re   討論   給愛麗絲 這觀 看次 數會 不會 讓 索尼 縮 了,/bbs/Hip-Hop/M.1553711826.A.6A8.html
miyi0630,3, 3/25,1,音樂   楊和蘇 KeyNG 加冕,/bbs/Hip-Hop/M.1553518015.A.37E.html
yji3vu4gj4,5, 3/26,12,討論   中國 新 說 唱 第二季 老面孔,/bbs/Hip-Hop/M.1553534942.A.C44.html
yujimin,10, 3/22,9,Re   討論   中國 地下 8 英里 比賽 全面 停辦,/bbs/Hip-Hop/M.1553231284.A.506.html
PinkWg,3, 3/22,3,音樂 LogicConfessions   of   a   Dangerous   Mind  ,/bbs/Hip-Hop/M.1553248472.A.D86.html
qqqq123,7, 3/18,5,創作   WAY   x   海大富   x   嘉尉 Check   My   Money   Bag,/bbs/Hip-Hop/M.1552841314.A.5BD.html
sam19951228,6, 3/18,7,問題   Beat 的 使用,/bbs/Hip-Hop/M.1552849028.A.49D.html
yuxds,5, 3/18,18,討論   大支 FB,/bbs/Hip-Hop/M.1552911160.A.9AE.html
yixiang921,3, 3/13,20,音樂   Mac   MillerNikes   On   My   Feet,/bbs/Hip-Hop/M.1552481886.A.5EE.html
JIMJK,5, 3/14,19,討論   HYPEBEAST   專訪   BCW,/bbs/Hip-Hop/M.1552528879.A.A40.html
KillerD,3, 3/10,7,音樂   Yappy     戰鬥機   ft   VIGOZ   CHEN,/bbs/Hip-Hop/M.1552227080.A.832.html
KarlMarx,3, 3/10,1,音樂   CBLOCK     初來 炸到,/bbs/Hip-Hop/M.1552231122.A.4D1.html
KarlMarx,3, 3/10,2,音樂   CBLOCK     白沙,/bbs/Hip-Hop/M.1552231936.A.6EE.html
sam860217,3, 3/06,1,音樂   FOUR   B 武聖,/bbs/Hip-Hop/M.1551854395.A.3AD.html
bbsbbbbsbb,3, 3/06,1,音樂   光哥 貼 音樂   Lil   Skies     Bad   Girls,/bbs/Hip-Hop/M.1551858789.A.83C.html
covera,3, 3/06,3,音樂   KID   FRESINO   日本 嘻哈 推廣,/bbs/Hip-Hop/M.1551864744.A.D49.html
linccccc,5, 3/26,72,討論   最 推薦 的 cypher,/bbs/Hip-Hop/M.1553569758.A.C33.html
rhappyd,3, 3/22,2,音樂   Luniz     I   Got   5   on   It,/bbs/Hip-Hop/M.1553251783.A.1B0.html
sakuii,3, 3/22,6,音樂   Epik   High     sleepless   in,/bbs/Hip-Hop/M.1553253889.A.F3C.html
chen60204,5, 3/18,47,討論   J   Cole   NBA 明星 賽中場 表演 背 後,/bbs/Hip-Hop/M.1552911872.A.C04.html
wei821011,3, 3/19,10,音樂   BG8loccthaeiht     Full   Time   Hustler,/bbs/Hip-Hop/M.1552997317.A.451.html
qwtl0213,3, 3/14,5,音樂   歌詞 翻譯   Kendrick   Lamar     Im   Dyin,/bbs/Hip-Hop/M.1552535091.A.FA1.html
chunx2,5, 3/14,50,討論   走到 飛 在 KTV 上架 啦,/bbs/Hip-Hop/M.1552554399.A.752.html
tieamonk,5, 3/14,7,討論   有人 知道 這段 影片 的 BGM 是 什麼 嗎,/bbs/Hip-Hop/M.1552562784.A.CDF.html
zxcc56783,3, 3/15,2,音樂   Higher   Brothers   –   Flexing   So   Hard,/bbs/Hip-Hop/M.1552631283.A.413.html
KarlMarx,3, 3/10,2,音樂   鳥大 喵 霸別     年度 最 TRAP,/bbs/Hip-Hop/M.1552232996.A.A04.html
Myrd718,3, 3/11,3,音樂   YelawolfBloody   Sunday   freestyle,/bbs/Hip-Hop/M.1552247947.A.0A5.html
yixiang921,3, 3/11,1,音樂   Travis   Scott   Dont   Touch   Me   Feat   E,/bbs/Hip-Hop/M.1552277478.A.1BE.html
henryhuang17,9, 3/06,28,趣味   多力 多滋辣 氣勢 熊仔 x 滴妹,/bbs/Hip-Hop/M.1551871207.A.793.html
iverson927,5, 3/06,99,討論   請教 一下 台灣 Rapper,/bbs/Hip-Hop/M.1551879036.A.B62.html
yixiang921,3, 3/06,10,音樂   Higher   Brothers   Top   ftSouljia   Boy,/bbs/Hip-Hop/M.1551885401.A.610.html
rhappyd,5, 3/22,X1,討論   六月 即將 推出 XXX   豪華紀念版,/bbs/Hip-Hop/M.1553257921.A.069.html
sclbtlove,3, 3/22,2,音樂 Prism   in   Basin 昨晚 夢見 你 了   featHowz,/bbs/Hip-Hop/M.1553259742.A.08C.html
bbsbbbbsbb,3, 3/20,29,音樂   影片 介紹   Joji   獵奇 又 悲傷 的 網紅音樂 鬼才,/bbs/Hip-Hop/M.1553058564.A.394.html
henryhuang17,3, 3/15,24,音樂   滑   With   me     DJ   MRGIN   Ft   春艷,/bbs/Hip-Hop/M.1552634039.A.064.html
kornkorn78,7, 3/15,3,創作   beat   給免費 享用,/bbs/Hip-Hop/M.1552640304.A.4C3.html
AtenWang,5, 3/11,23,討論   關於饒 舌歌 的 製 作 方式,/bbs/Hip-Hop/M.1552285844.A.E38.html
Tim203321,3, 3/11,5,音樂   JID     Hereditary,/bbs/Hip-Hop/M.1552315186.A.5A9.html
Tredy8182,8, 3/11,29,新聞   Higher   Brothers   恭喜 發財 世界 巡演,/bbs/Hip-Hop/M.1552315682.A.161.html
re12548,5, 3/07,1,討論   徵   315   OMNI   一位 同行,/bbs/Hip-Hop/M.1551910878.A.8FA.html
goodgooddad,6, 3/07,38,問題   為 啥 聽 饒 舌 的 人 都 很 喜歡 饒 英文 單字,/bbs/Hip-Hop/M.1551915643.A.83D.html
chunx2,3, 3/01,13,音樂   大支 Dwagie 支董 Boss   Dwagie,/bbs/Hip-Hop/M.1551451623.A.675.html
abc7119842,10, 3/15,3,Re   討論   走到 飛 在 KTV 上架 啦,/bbs/Hip-Hop/M.1552656988.A.E99.html
l880816,3, 3/15,20,音樂   PG   ONE   語音備 忘錄,/bbs/Hip-Hop/M.1552662357.A.EA4.html
nm0201,5, 3/15,X3,討論   包容 是 hiphop 被 遺忘 的 第五 個 元素,/bbs/Hip-Hop/M.1552662546.A.67B.html
KarlMarx,3, 3/11,4,音樂   CBLOCKKeyL 劉聰     CSC   4   REAL,/bbs/Hip-Hop/M.1552316102.A.7BF.html
KarlMarx,3, 3/11,2,音樂   Lil   Nas   X     Old   Town   Road,/bbs/Hip-Hop/M.1552318624.A.45D.html
qwtl0213,3, 3/12,28,音樂   Kendrick   Lamar     Sing   About   Me   中 英  ,/bbs/Hip-Hop/M.1552325700.A.37B.html
JimK0511,3, 3/07,21,音樂   周杰倫超 跑 女神,/bbs/Hip-Hop/M.1551954827.A.10F.html
ggbmm5566,3, 3/07,4,音樂   許孟哲 something   about   love,/bbs/Hip-Hop/M.1551962371.A.EC0.html
teninch7788,3, 3/07,4,音樂   終結 己亥 交大 的 驕傲 dissback  ,/bbs/Hip-Hop/M.1551970762.A.93E.html
joe19990815,10, 3/08,8,Re   討論   請教 一下 台灣 Rapper,/bbs/Hip-Hop/M.1551974944.A.D03.html
PAPERppt,5, 3/01,71,討論   Leo 王無病 呻吟 台北 場,/bbs/Hip-Hop/M.1551452879.A.5CF.html
Twill,3, 3/02,4,音樂   過敏 原人 過敏 季節,/bbs/Hip-Hop/M.1551472112.A.D65.html
xu35l,5, 3/02,77,討論   有人 和 我 一樣 覺得 熊仔 的 編曲 很 白目 嗎,/bbs/Hip-Hop/M.1551500077.A.178.html
bigalow,3, 3/02,5,音樂   黃 明志     不想 放開,/bbs/Hip-Hop/M.1551530239.A.B04.html
a54965,3, 2/28,1,音樂   Hopsin     The   Old   Us,/bbs/Hip-Hop/M.1551308257.A.A0B.html
darknessrose,5, 2/28,10,討論   KTV 可以 唱到 呂士軒 的 98 了,/bbs/Hip-Hop/M.1551346604.A.850.html
mark1357945,10, 3/12,2,Re   討論   關於饒 舌歌 的 製 作 方式,/bbs/Hip-Hop/M.1552360267.A.8DB.html
indoman,6, 3/08,16,問題   麻吉 怎麼 消失 了,/bbs/Hip-Hop/M.1551975952.A.913.html
rhappyd,3, 3/08,7,音樂   果汁 丟新專,/bbs/Hip-Hop/M.1552006349.A.2DF.html
Sha1377,5, 3/08,12,討論   CBLOCK   說 唱 世界 中 的 狹義 江湖,/bbs/Hip-Hop/M.1552021028.A.8A7.html
Sasayayaya,11, 3/02,24,鬼 卞 ft   房東的貓     蝴蝶 效應,/bbs/Hip-Hop/M.1551538108.A.AE7.html
henryhuang17,5, 3/02,34,討論   Leo 王在 Spero 的 演唱 會,/bbs/Hip-Hop/M.1551540784.A.E8B.html
pptdog,10, 2/28,6,Re   音樂   Hopsin     The   Old   Us,/bbs/Hip-Hop/M.1551347529.A.F30.html
c8c96387,5, 2/28,6,討論     32Leo 王高雄場 降價售,/bbs/Hip-Hop/M.1551354136.A.5D6.html
chunx2,3, 2/28,7,音樂   KHOW 高浩哲     卍   遇到   卍  ,/bbs/Hip-Hop/M.1551369237.A.65E.html
Ian881219,5, 3/08,6,討論   Leo 王   發春音樂 祭,/bbs/Hip-Hop/M.1552057985.A.AF6.html
gloomy9991,3, 3/03,25,音樂   変 態 紳士 ク ラ ブ   好 き に や る,/bbs/Hip-Hop/M.1551546198.A.761.html
MOSQUITOwen,5, 3/03,45,討論   sowut 被 抓,/bbs/Hip-Hop/M.1551620653.A.C05.html
a31018145,2, 3/04,29,知識   探討 90s 東 西岸 饒舌 歌手 穿 搭 之 差異,/bbs/Hip-Hop/M.1551633044.A.BFE.html
melcris,3, 3/04,49,音樂   D   Rebound   99   三月份 饒舌 推薦 歌單,/bbs/Hip-Hop/M.1551678642.A.D24.html
jimluvssally,3, 3/01,2,音樂   SO2     彼得,/bbs/Hip-Hop/M.1551370180.A.540.html
shuun2007,3, 3/01,9,音樂   2019 梅竹賽   交大 DISS 清大 交大 的 驕傲,/bbs/Hip-Hop/M.1551373569.A.0B7.html
LineFriends,5, 3/01,30,討論   倪子岡 的 歌 拿到 現今 發行 是不是 會大紅大,/bbs/Hip-Hop/M.1551381490.A.EAB.html
boy92538,6, 3/01,1,問題   請問 這是 哪 一個 軟體  ,/bbs/Hip-Hop/M.1551381680.A.310.html
jerry1119,2, 3/01,27,知識   西洋 女饒 發展 脈絡 和 簡單 推薦,/bbs/Hip-Hop/M.1551412548.A.531.html
